"","SalePrice","GrLivArea","2ndFlrSF","TotalBsmtSF","GarageArea","Fireplaces.0","LotArea","ExterQual.TA","YearBuilt","GarageCars.2","OverallQual.7","GarageCars.3","FullBath.1","YearRemodAdd","GarageYrBlt","KitchenQual.TA","BsmtFinSF1","OverallQual.8","GarageFinish.Unf","ExterQual.Gd","KitchenQual.Gd","BsmtQual.TA","BsmtQual.Gd","MSSubClass.60","FullBath.2","Foundation.PConc","HalfBath.1","MSZoning.RM","MSZoning.RL"
"283",146500,0.244607230687705,0.936955076972689,-0.750912819352454,-0.752930269922829,0,-0.10387742327411,1,-0.969039539309511,0,0,0,1,0.490871730924586,-1.52473260282629,0,-0.126375723084314,0,1,0,1,1,0,0,0,0,1,0,1
"284",73000,-1.43005090643876,-0.794890864438069,-0.860325669673204,0.145084941963124,1,-0.529474782805117,1,-1.53189932180143,1,0,0,1,0.926804046709191,-0.566280322726951,1,-0.972684900323612,0,1,0,0,0,0,0,0,0,0,1,0
"285",80000,-1.46240225681506,-0.794890864438069,-0.707603566100491,-1.18322922561818,1,-0.591991909063909,1,-0.869711342399173,0,0,0,1,-1.68878984799844,-1.39971708803073,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
"286",178740,-0.193087509697621,-0.794890864438069,0.723881225595984,-0.350694289598913,0,-0.745880219854781,0,1.08374319683748,1,1,0,0,0.926804046709191,1.05892136961541,0,-0.972684900323612,0,0,1,1,0,1,0,1,1,0,1,0
"287",135750,-1.07228303168901,-0.794890864438069,-0.240319517855622,-0.888567984218103,1,-0.204566064123607,1,-0.505507953727933,0,0,0,1,-1.39816830414203,-0.94132686711365,1,-0.472792432938741,0,1,0,0,1,0,0,0,0,0,0,1
"288",119500,-1.12747062938977,-0.794890864438069,-0.413556530863476,-0.977434072894317,1,-0.357252122486426,1,0.421555217435224,0,0,0,1,0.00650249116391488,0.225484604311635,1,0.469987220462549,0,1,0,0,1,0,0,0,0,0,0,1
"289",215000,1.09906348474428,1.16832602946275,-0.60730845330647,0.322817119315552,0,1.00459931539139,1,0.48777401537545,1,1,0,0,0.297124035020318,0.308828280842012,1,-0.972684900323612,0,0,0,0,0,1,1,1,0,1,0,1
"290",128000,-0.059876066971652,0.904883855835453,-0.719000738008902,-2.2122049892375,0,-0.422474316708338,1,-1.89610271047267,0,0,0,0,0.781493274780989,0.0587972512508799,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,1,0
"291",144000,0.0162447574431872,0.694130116933615,-0.418115399626841,-0.738898782237111,1,0.0828724538835633,1,-0.439289155787707,0,0,0,1,-1.3012944561899,-0.857983190583273,1,0.0358700777335827,0,1,0,0,1,0,0,0,0,1,0,1
"292",155000,-0.743060466094834,-0.794890864438069,0.154022630175413,-0.20102508761792,1,-0.198454614281001,1,1.1499619947777,1,0,0,1,1.07211481863739,1.18393688441098,1,-0.972684900323612,0,1,0,0,0,1,0,0,1,1,0,1
"293",126500,-0.857241702717093,-0.794890864438069,0.0172565672744758,-0.0560330481988342,1,-0.162787792248741,1,-0.373070357847482,1,0,0,1,-1.20442060823776,-0.191233778340253,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,1,0,1
"294",293077,0.248413271908447,-0.794890864438069,1.32337246797843,1.5295250602873,0,-0.0998699151805979,0,1.18307139374782,0,0,1,0,1.12055174261346,1.22560872267617,0,2.34458397315581,1,0,1,1,0,1,0,1,1,0,0,1
"295",136500,-1.23974884540166,-0.794890864438069,-0.440909743443664,-0.640678368437085,1,-0.352342925071873,0,0.222898823614548,0,0,0,1,0.975240970685258,-0.0245464252794976,1,0.443677090600187,0,1,1,0,1,0,0,0,0,0,0,1
"296",119900,-1.04754376375419,-0.794890864438069,-0.522969381184226,-0.809056220665701,1,-0.272192763201627,1,-0.207523362996918,0,0,0,1,-0.962235988357428,0.0171254129856912,1,0.43271453649087,0,1,0,0,1,0,0,0,0,0,0,0
"297",80000,-0.969519918728981,-0.794890864438069,-0.117230061244779,-2.2122049892375,1,-0.151967520396258,1,-0.406179756817594,0,0,0,1,-1.25285753221383,0.0587972512508799,1,-0.341241783626933,0,1,0,0,1,0,0,0,0,0,0,1
"298",180000,-1.00377428971566,-0.794890864438069,-0.272231599199174,0.31346279419174,0,1.09566993681646,1,-0.075085767116467,1,0,0,1,-0.76848829245316,-0.399592969666196,1,1.08389025058432,0,1,0,0,1,0,0,0,0,0,0,1
"299",176000,-0.109354602841298,0.875103436208019,-0.748633384970772,-0.15425346199886,0,-0.730050562885408,1,0.918196201986916,1,0,0,0,0.684619426828855,0.850562178289466,1,-0.0540228659628194,0,1,0,0,0,1,0,1,1,1,0,0
"300",176000,0.880216114551613,1.22101446418821,-0.513851643657497,0.0608960158488159,0,-0.0617985882922309,1,-0.10819516608658,1,1,0,0,-0.816925216429227,-0.441264807931385,1,0.237581073345022,0,0,0,0,1,0,1,1,0,1,0,1
"301",154300,1.44351021522142,1.88305610052116,0.108433942541767,0.0328330404773799,1,0.108520505682042,1,-0.373070357847482,1,0,0,0,-1.20442060823776,-0.774639514052895,1,-0.00140260623809625,0,1,0,0,1,0,0,1,0,0,0,1
"302",129500,-0.904817217976368,-0.794890864438069,-0.0397292922675813,-0.416174565465597,1,0.068445424746919,1,-0.207523362996918,0,0,0,1,-0.962235988357428,-0.566280322726951,1,1.01372990428469,0,1,0,0,1,0,0,0,0,0,0,1
"303",180000,-0.0123005517123775,0.813251795443349,-0.625543928359929,-0.374080102408443,0,-0.264678685526291,0,1.05063379786737,1,1,0,0,0.878367122733124,1.01724953135022,0,-0.972684900323612,0,0,1,1,0,1,1,1,1,1,0,1
"304",140000,-0.843920558444496,-0.794890864438069,-1.16349044243695,0.24330535576315,1,-0.685467035345083,1,1.11685259580759,1,0,0,0,1.02367789466132,1.1005932078806,1,0.226618519235704,0,0,0,0,0,1,0,1,1,0,1,0
"305",110000,0.495805951256674,-0.794890864438069,1.20028301136758,1.94111536573503,1,0.0959970428898161,1,-0.439289155787707,0,0,1,0,-1.3012944561899,-0.441264807931385,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"306",171000,0.381624714634416,1.17061683097255,-0.454586349733757,0.0796046660964399,0,-0.127221157918819,1,-0.306851559907256,1,0,0,1,-1.10754676028563,-0.691295837522518,1,-0.273273948149166,0,0,0,0,1,0,1,0,0,1,0,1
"307",177000,0.0181477780535582,0.936955076972689,-0.68708865666535,-0.15425346199886,0,-0.841559475587388,0,0.951305600957028,1,0,0,0,0.733056350804922,0.892234016554655,0,-0.0167501819911405,0,1,1,1,0,1,0,1,1,1,0,0
"308",118000,-0.834405455392641,-0.794890864438069,-0.151421576970013,-1.25338666404677,0,-0.310264090089994,1,-1.06836773621985,0,0,0,1,-1.68878984799844,-1.64974811762186,1,0.893141809082198,0,0,0,0,1,0,0,0,0,0,0,1
"309",150000,-0.516601013460687,-0.794890864438069,0.425275321595605,-0.640678368437085,0,0.147393334189111,1,-0.47239855475782,0,0,0,1,-1.34973138016597,-0.899655028848461,1,0.730896008264301,0,1,0,0,1,0,0,0,0,1,0,1
"310",197900,0.501515013087787,1.2966109140117,-0.436350874680299,0.341525769563176,1,-0.0117047371233271,1,0.885086803016803,1,1,0,0,0.636182502852788,0.808890340024278,0,-0.972684900323612,0,0,0,1,0,1,1,1,1,1,0,1
"311",119500,-0.265402292891718,0.570426835404275,-0.632382231504975,-1.28612680198011,0,-0.192042601331381,1,-1.13458653416007,0,0,0,0,-1.68878984799844,-1.73309179415224,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,1,0
"312",119500,-0.406225818059171,0.744527750149272,-0.974297388757318,-0.977434072894317,1,-0.88534150150901,1,0.0242424297938713,0,0,0,0,-0.623177520524958,-0.27457745487063,1,-0.466214900473151,0,1,0,0,1,0,0,1,0,1,1,0
"313",155000,-0.881980970651916,-0.794890864438069,-0.10811232371805,-0.15425346199886,1,-0.170402057626414,1,-0.00886696917624147,1,0,0,1,-0.671614444501025,-0.316249293135819,1,0.132340553895575,0,1,0,0,1,0,0,0,0,0,0,1
"314",140000,0.37020659097219,1.05607675548242,-1.09738684536816,0.0328330404773799,1,-0.0217235073571079,1,-1.66433691768188,1,1,0,0,-1.68878984799844,0.475515633902767,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,1,0
"315",215000,-0.0408458608679422,-0.794890864438069,0.967780704435989,0.191856567582184,0,0.568983185626606,0,0.885086803016803,1,1,0,0,0.636182502852788,0.808890340024278,0,2.19110821562537,0,0,1,1,0,1,0,1,1,0,0,1
"316",176500,-0.193087509697621,-0.794890864438069,0.288509258694668,0.598769710468007,0,0.0513133276471539,0,-0.439289155787707,1,0,0,1,0.829930198757056,0.475515633902767,1,0.184960813620298,0,1,0,0,0,1,0,0,0,0,0,1
"317",124000,-0.545146322616252,0.735364544110061,-1.1315783610934,-0.0513558856369282,0,-0.923412828397377,1,0.289117621554773,1,0,0,1,-0.235682128716421,0.0587972512508799,1,-0.347819316092524,0,0,0,0,0,1,0,0,0,1,1,0
"318",241500,-0.290141560826541,-0.794890864438069,0.746675569412807,-0.158930624560766,0,2.8640830707811,1,-0.571726751668158,1,1,0,1,0.975240970685258,-1.02467054364403,1,-0.477177454582468,0,1,0,0,0,1,0,0,0,0,0,1
"319",168000,0.107589746740994,0.959863092070715,-0.573116937581236,-0.467623353646563,0,-0.0153114944074882,1,0.785758606106465,1,0,0,0,0.539308654900653,0.683874825228711,1,-0.972684900323612,0,0,0,0,0,1,1,1,1,1,0,1
"320",199900,-0.5223100752918,-0.794890864438069,0.418437018450558,0.449100508487014,1,-0.625454601644737,0,1.1499619947777,1,1,0,1,1.07211481863739,1.18393688441098,0,1.45223206865738,0,0,1,1,0,1,0,0,1,1,0,0
"321",182000,-0.166445221152427,-0.794890864438069,0.844691247825145,0.0328330404773799,1,0.112427826073217,0,1.18307139374782,1,1,0,0,1.12055174261346,1.18393688441098,0,-0.972684900323612,0,0,1,1,0,1,0,1,1,0,0,0
"322",177000,-0.301559684488767,-0.794890864438069,-0.0875974142829093,-0.752930269922829,0,0.099703987876315,1,-0.406179756817594,0,0,0,1,1.02367789466132,-0.816311352318084,0,0.60373038059622,0,0,0,0,1,0,0,0,0,0,0,1
"323",325624,1.2284688862495,0.467340767463158,1.19572414260422,1.47807627210634,0,0.00452567065539771,0,1.18307139374782,0,0,1,1,1.07211481863739,1.18393688441098,0,1.85126903823653,1,0,1,0,0,0,1,0,1,1,0,1
"324",287090,0.11900787040322,-0.794890864438069,1.17520923316908,1.71661156276354,0,-0.125718342383752,0,1.21618079271793,0,0,1,0,1.16898866658953,1.22560872267617,0,-0.972684900323612,1,0,1,0,0,1,0,1,1,0,0,1
"325",235000,1.12760879389984,1.20268805210979,0.158581498938777,0.31346279419174,0,0.321719936256897,1,-1.2008053321003,1,0,0,0,0.054939415139982,-1.81643547068261,0,0.399826874162918,0,1,0,1,1,0,0,1,0,0,0,1
"326",109000,-0.872465867600061,-0.794890864438069,-0.000978907778982483,-1.06162299900863,1,-0.259969863516414,1,-0.604836150638271,0,0,0,1,1.07211481863739,-1.06634238190922,0,0.630040510458582,0,1,0,1,1,0,0,0,0,0,0,1
"327",239500,0.960142980187194,1.21643286116861,0.16086093332046,-0.0326472353893042,0,-0.0690121028605531,0,0.785758606106465,1,0,0,0,0.490871730924586,0.683874825228711,0,0.307741419644652,1,0,1,1,0,1,1,1,1,1,0,1
"328",82000,-0.691678909614818,-0.794890864438069,-2.41034104921716,-2.2122049892375,1,-0.448523119316168,1,-0.538617352698045,0,0,0,0,-1.4466052281181,0.0587972512508799,0,-0.972684900323612,0,1,0,0,1,0,0,1,1,0,0,1
"329",160000,0.326437116933657,-0.794890864438069,-0.707603566100491,0.463131996172732,0,4.67707973228607,1,-0.770383145488835,1,0,0,1,-1.68878984799844,-0.524608484461763,1,-0.198728580205808,0,1,0,0,1,0,0,0,0,0,0,1
"330",119750,-1.06847699046827,-0.794890864438069,-0.313261418069456,-1.08968597438006,0,-0.421973378196649,1,-1.10147713518996,0,0,0,1,-1.68878984799844,-1.69141995588705,0,-0.972684900323612,0,1,0,0,0,0,0,0,1,0,0,1
"331",123500,-0.699290992056302,-0.794890864438069,-0.176495355168518,-0.771638920170453,1,-0.410451792427802,1,-0.637945549608384,0,0,0,1,-1.5919160000463,-1.10801422017441,1,-0.512257627732284,0,1,0,0,0,0,0,0,1,0,0,1
"332",126175,-0.670745682900737,-0.794890864438069,0.238361702297657,-1.18322922561818,1,-0.470564413830486,1,-0.538617352698045,0,0,0,1,0.975240970685258,-0.982998705378839,1,-0.411402129926564,0,1,0,0,1,0,0,0,0,0,1,0
"333",122000,1.60336394649259,1.98843296997208,-0.851207932146475,-2.2122049892375,1,-0.527671404163036,1,-3.2866974672174,0,0,0,0,0.103376339116049,0.0587972512508799,1,-0.404824597460974,1,1,0,0,1,0,0,1,0,0,1,0
"334",244400,1.68899987395928,1.94490774128583,-0.0579647673210396,-0.579875255132307,0,1.35986490788126,1,-1.03525833724974,0,1,0,0,-1.68878984799844,-1.60807627935667,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"335",105900,-1.51378381329508,-0.794890864438069,-0.987973995047412,0.0515416907250039,1,-0.200057617518406,1,-1.43257112489109,1,0,0,1,0.878367122733124,1.1005932078806,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
"336",284000,1.00962151605684,1.58754270575662,-0.135465536298237,1.86160360218263,0,0.0108374959026796,0,1.05063379786737,0,1,1,0,0.926804046709191,1.01724953135022,0,0.92602947141015,0,0,1,1,0,1,1,1,1,1,0,1
"337",165500,-0.771605775250399,-0.794890864438069,0.0901984674883089,0.603446873029913,0,-0.141848562460139,1,0.222898823614548,1,0,0,1,-0.332555976668555,-0.0245464252794976,0,1.43249947126061,0,0,0,1,0,1,0,0,1,0,0,1
"338",275000,0.431103250504061,-0.794890864438069,1.56043364367338,0.425714695677484,0,-0.396124950993495,0,0.454664616405337,1,0,0,0,0.00650249116391488,0.267156442576824,0,1.54431752317565,1,0,1,1,0,1,0,1,1,0,0,1
"339",181000,0.303600869609205,0.998806717737359,-0.493336734222356,0.135730616839312,0,1.41917602766524,1,0.918196201986916,1,0,0,0,0.684619426828855,0.850562178289466,1,-0.972684900323612,0,0,0,0,0,1,1,1,1,1,0,1
"340",127000,-0.305365725709509,0.538355614267039,-0.851207932146475,-2.2122049892375,1,-0.364165073947734,1,-1.89610271047267,0,0,0,1,1.02367789466132,0.0587972512508799,0,-0.972684900323612,0,1,0,1,1,0,0,0,1,1,1,0
"341",124000,-0.904817217976368,-0.794890864438069,-0.0397292922675813,-2.2122049892375,1,-0.209074510728808,1,0.222898823614548,0,0,0,0,-0.332555976668555,0.0587972512508799,1,0.377901765944283,0,1,0,0,0,1,0,1,0,0,0,1
"342",220000,-0.417643941721396,-0.794890864438069,0.477702312374297,-0.00926142257977417,1,-0.367070517315531,0,0.984414999927141,1,0,0,0,0.829930198757056,0.933905854819844,0,1.23078847564917,1,0,1,1,0,0,0,1,1,0,0,1
"343",124000,-0.706903074497786,-0.794890864438069,0.197331883427376,-0.640678368437085,1,-0.131529229119345,1,-0.273742160937143,0,0,0,1,-1.05910983630956,-0.691295837522518,1,-0.917872129777025,0,1,0,0,1,0,0,0,0,1,0,1
"344",235000,0.208449839090656,-0.794890864438069,1.17520923316908,0.304108469067928,0,-0.57776525533194,0,1.1499619947777,1,0,0,0,1.07211481863739,1.14226504614579,0,2.47613462246762,1,0,1,1,0,1,0,1,1,0,1,0
"345",123000,-1.22452468051869,-0.794890864438069,-0.454586349733757,0.0328330404773799,1,-0.22270003824675,1,-0.00886696917624147,0,0,0,1,-0.671614444501025,-0.191233778340253,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,0,1
"346",222000,-0.0712941906338779,-0.794890864438069,0.940427491855801,0.0515416907250039,0,-0.61253038804316,0,1.24929019168804,1,1,0,0,1.16898866658953,1.26728056094135,0,0.294586354713472,0,0,0,1,0,0,0,1,1,1,0,0
"347",176432,-0.383389570734719,-0.794890864438069,0.584835728313365,-0.15425346199886,0,-0.120208018755173,0,1.1499619947777,1,0,0,0,1.02367789466132,1.14226504614579,0,-0.920064640598888,0,0,1,1,0,1,0,1,1,0,0,1
"348",122500,-0.286335519605799,0.579590041443485,-0.66657374723021,-0.15425346199886,1,-0.861296452947936,1,-0.00886696917624147,1,0,0,1,-0.671614444501025,-0.316249293135819,1,0.0599876967740808,0,1,0,0,1,0,0,0,0,1,1,0
"349",145000,-0.383389570734719,-0.794890864438069,0.584835728313365,-0.837119196037137,1,-0.212080141798942,1,-0.47239855475782,0,0,0,1,-1.34973138016597,-0.899655028848461,1,1.0488100774345,0,0,0,0,1,0,0,0,0,0,0,1
"350",335000,1.90975026476231,2.13962586961905,0.347774552618407,0.725053099639469,0,1.5690568303626,0,0.587102212285788,1,1,0,0,0.248687111044251,0.433843795637579,0,1.14308804277463,0,0,1,1,0,1,1,1,1,1,0,1
"351",372402,0.37020659097219,-0.794890864438069,1.48749174345955,1.8382177893731,0,0.338050531737959,0,1.18307139374782,0,0,1,0,1.12055174261346,1.18393688441098,0,2.09683025028524,1,0,1,1,0,0,0,1,1,0,0,1
"352",91500,-0.11316064406204,0.245133021012307,-0.563999200054507,-0.902599471903821,0,-0.293733119204256,1,-0.770383145488835,0,0,0,1,-1.68878984799844,-1.02467054364403,1,-0.972684900323612,0,1,0,0,0,0,0,0,0,0,0,1
"353",142600,0.404460961958867,-0.794890864438069,1.52852156232983,0.481840646420356,1,0.258902246891091,1,-0.207523362996918,1,0,0,0,-0.962235988357428,0.350500119107201,1,-0.466214900473151,0,1,0,0,1,0,0,1,0,0,0,1
"354",120500,-1.33109383469947,-0.794890864438069,-0.550322593764413,-0.191670762494108,1,-0.46355127466684,0,-1.36635232695086,0,0,0,1,1.07211481863739,0.975577693085033,1,0.206885921838933,0,1,1,0,1,0,0,0,0,0,1,0
"355",148800,-0.786829940133367,0.467340767463158,-1.15437270491022,0.0328330404773799,1,-0.542198621002019,0,1.08374319683748,1,1,0,0,0.926804046709191,1.05892136961541,0,-0.448674813898243,0,1,1,1,0,1,0,1,1,1,0,0
"356",197000,-0.510891951629575,-0.794890864438069,0.432113624740652,0.3602344198108,0,-0.721434420484356,0,1.11685259580759,1,0,0,1,0.975240970685258,1.1005932078806,0,1.30533384359253,1,0,1,1,0,1,0,0,1,1,0,0
"357",177000,0.756519774877499,0.90259305432565,-0.36796784322983,-0.612615393065649,0,-0.296438187167376,1,-1.43257112489109,1,0,0,1,-1.68878984799844,-2.06646650027375,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,1,0,1
"358",62383,-1.23974884540166,-0.794890864438069,-0.440909743443664,-0.528426466951341,0,-0.224002478377142,1,-0.207523362996918,0,0,0,1,-0.962235988357428,-0.566280322726951,1,0.239773584166885,0,1,0,0,1,0,0,0,0,0,0,1
"359",173000,-0.663133600459253,-0.794890864438069,0.229243964770928,-0.341339964475101,1,-0.127120970216482,1,0.686430409196126,1,0,0,0,0.345560958996385,0.558859310433145,0,0.255121159919929,0,0,0,1,0,1,0,1,1,0,0,1
"360",80000,-1.1255676087794,-0.217608883967816,-0.878561144726662,-0.902599471903821,1,0.16662937303797,1,-1.00214893827962,0,0,0,1,-1.68878984799844,-1.56640444109148,0,-0.209691134315125,0,1,0,0,0,1,0,0,0,0,0,1
"361",254900,0.821222475630112,1.39511537893321,-0.151421576970013,0.958911227734769,0,0.203899198307635,0,1.08374319683748,1,1,0,0,0.975240970685258,1.05892136961541,0,-0.485947497869922,0,0,1,1,0,1,1,1,1,1,0,0
"362",186000,-0.577497672992559,-0.794890864438069,0.352333421381772,-0.0607102107607402,1,-0.00970098307657098,1,1.24929019168804,1,0,0,0,1.16898866658953,1.26728056094135,0,-0.893754510736527,0,0,0,1,0,1,0,1,1,0,0,1
"363",126000,0.415879085621093,0.19473538779665,-2.41034104921716,0.308785631629834,1,-0.0392563552662242,1,0.189789424644435,1,0,0,0,-0.380992900644622,-0.0662182635446864,0,-0.972684900323612,0,1,0,1,1,0,0,1,0,0,0,1
"364",262500,1.21895378319765,-0.794890864438069,1.16381206126067,0.163793592210748,0,1.02834380084545,1,-0.10819516608658,1,1,0,0,0.878367122733124,-0.441264807931385,1,-0.321509186230162,0,0,0,0,1,0,0,1,0,0,0,1
"365",67000,-0.834405455392641,-0.794890864438069,-0.219804608420482,-0.631324043313273,1,-0.155273714573405,1,-1.69744631665199,0,0,0,1,-1.68878984799844,-2.44151304466045,1,-0.972684900323612,0,1,0,0,0,0,0,0,0,0,1,0
"366",152000,-0.276820416553944,-0.794890864438069,0.0742424268165329,0.0281558779154739,0,-0.0117047371233271,1,0.156680025674322,1,1,0,0,-0.429429824620689,-0.107890101809875,1,-0.972684900323612,0,0,0,0,0,1,0,1,0,0,0,1
"367",128000,-0.364359364631009,0.50399359162,-0.878561144726662,-1.08968597438006,1,-0.452530627409681,1,-1.16769593313019,0,0,0,1,-1.68878984799844,-1.77476363241743,1,0.500682371968637,0,1,0,0,1,0,0,0,0,0,1,0
"368",139000,-0.335814055475444,-0.794890864438069,-0.0648030704660865,-0.837119196037137,1,-0.296237811762701,1,-0.439289155787707,0,0,0,1,-0.962235988357428,-0.857983190583273,1,0.132340553895575,0,1,0,0,1,0,0,0,0,0,0,1
"369",210000,0.747004671825644,1.43864060761946,-0.324658589977867,0.0936361537821579,0,-0.17701444598071,0,0.752649207136352,1,1,0,0,0.490871730924586,0.642202986963523,0,0.434907047312733,0,1,1,1,0,1,1,1,1,1,0,1
"370",446261,2.27893626317428,2.03883060318773,0.89939767298552,1.80080048887785,0,0.443948933109022,0,1.21618079271793,0,0,1,0,1.12055174261346,1.22560872267617,0,1.9433544927548,0,0,0,0,0,0,1,1,1,1,0,1
"371",160000,7.85288363095089,1.38137056987439,11.5170030228616,4.42001152354521,0,5.34703489781899,0,1.21618079271793,1,0,0,0,1.12055174261346,1.22560872267617,0,11.4018461782738,0,0,0,0,0,0,1,1,1,1,0,1
"372",123000,-0.373874467682864,-0.794890864438069,-1.02444494515433,-0.949371097522881,1,0.0117391852237199,1,-0.604836150638271,0,0,0,1,-1.54347907607023,-1.06634238190922,1,-0.0342902685660482,0,1,0,0,1,0,0,0,1,0,0,1
"373",150000,-0.143608973827975,-0.794890864438069,0.872044460405333,-2.2122049892375,1,-0.281109468709692,1,0.189789424644435,0,0,0,0,-0.380992900644622,0.0587972512508799,1,2.18453068315978,0,1,0,0,0,1,0,1,1,0,0,1
"374",91300,-1.1978823919735,-0.794890864438069,-1.97724851669752,-0.935339609837163,1,-0.474171171114647,1,-1.10147713518996,0,0,0,1,0.539308654900653,-1.69141995588705,1,-0.972684900323612,0,1,0,0,0,0,0,0,0,0,1,0
"375",177500,-0.0408458608679422,0.90259305432565,-0.652897140940116,-1.21596936355152,0,-0.302249073902969,1,-0.969039539309511,0,0,0,1,-1.68878984799844,-1.52473260282629,0,0.226618519235704,0,1,0,1,1,0,0,0,0,0,0,1
"376",139600,0.413976065010722,-0.794890864438069,-2.41034104921716,-0.0981275112559883,0,0.316910926544682,1,-0.538617352698045,1,0,0,0,-1.4466052281181,-0.982998705378839,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"377",130500,-0.600333920317011,0.19473538779665,-0.659735444085163,-1.08968597438006,1,0.125251851972456,1,-0.83660194342906,0,0,0,1,0.490871730924586,-1.35804524976554,1,-0.200921091027672,0,1,0,0,1,0,0,0,0,0,0,1
"378",290000,1.91165328537268,2.19689590736411,0.331818511946631,1.16002921789673,0,-0.0567892031753406,0,0.785758606106465,0,1,1,0,0.490871730924586,0.683874825228711,0,0.266083714029247,0,0,1,1,0,1,1,1,1,1,0,1
"379",192000,0.233189107025479,0.797216184874731,-0.260834427290763,-0.00458426001786817,0,-0.14775963689807,1,0.885086803016803,1,0,0,0,0.636182502852788,0.808890340024278,1,0.842714060179338,0,0,0,0,0,1,1,1,1,1,0,1
"380",176485,-0.406225818059171,-0.794890864438069,0.557482515733177,-0.172962112246484,1,-0.152668834312622,0,1.18307139374782,1,1,0,0,1.07211481863739,1.18393688441098,0,-0.972684900323612,0,0,1,1,0,1,0,1,1,0,0,1
"381",209500,0.0733353757543166,-0.794890864438069,1.13189997991711,0.720375937077563,0,-0.59379528770599,0,1.1499619947777,1,0,0,0,1.02367789466132,1.14226504614579,0,-0.920064640598888,1,0,1,1,0,1,0,1,1,0,0,1
"382",183000,0.236995148246221,1.13396400681571,-0.591352412634694,0.57070673509657,1,-0.329700504343529,0,1.05063379786737,1,1,0,0,0.878367122733124,1.01724953135022,0,-0.972684900323612,0,0,1,1,0,1,1,1,1,1,0,1
"383",165000,-0.554661425668107,-0.794890864438069,0.379686633961959,-0.331985639351289,1,-0.602812180916392,1,0.918196201986916,1,0,0,0,0.684619426828855,0.850562178289466,1,0.963302155381829,0,0,0,0,0,0,0,1,1,0,1,0
"384",157900,-0.623170167641462,-0.794890864438069,0.297626996221397,-0.752930269922829,1,1.56545007307844,1,-0.306851559907256,0,0,0,1,-1.10754676028563,-0.691295837522518,1,0.327474017041424,0,1,0,0,1,0,0,0,0,0,0,1
"385",146000,-0.234953963125782,0.783471375815916,-0.839810760238063,0.31346279419174,1,-0.692580362211068,0,1.18307139374782,1,1,0,0,1.07211481863739,1.18393688441098,0,-0.972684900323612,0,1,1,1,0,1,0,1,1,0,0,0
"386",159895,-0.474734560032526,-0.794890864438069,0.475422877992615,-0.397465915217973,0,-0.734859572597623,0,1.18307139374782,1,1,0,0,1.07211481863739,1.18393688441098,0,-0.972684900323612,0,0,1,1,0,1,0,1,1,0,0,1
"387",274900,0.375915652803303,-0.794890864438069,1.4943300466046,1.79144616375404,0,-0.0927565883146135,0,1.08374319683748,0,0,1,0,0.975240970685258,1.05892136961541,0,1.41276687386384,1,0,1,0,0,0,0,1,1,0,0,1
"388",205000,0.0485961078194939,-0.794890864438069,1.10226733295524,1.73064305044926,0,0.319315431400789,0,0.984414999927141,0,1,1,0,0.829930198757056,0.933905854819844,0,-0.972684900323612,0,0,1,1,0,1,0,1,1,0,0,1
"389",178000,0.412073044400351,0.934664275462887,-0.721280172390585,0.0141243902297559,0,-0.131328853714669,0,0.454664616405337,1,0,0,0,0.00650249116391488,0.267156442576824,0,-0.972684900323612,0,0,1,1,0,1,1,1,0,1,0,1
"390",112000,-0.406225818059171,0.744527750149272,-0.974297388757318,-0.902599471903821,1,-0.88534150150901,1,-0.00886696917624147,0,0,0,0,-0.671614444501025,0.517187472167956,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,1,1,0
"391",187500,-0.0332337784264583,1.05378595397262,-0.835251891474699,-0.299245501417946,0,0.251889107727445,1,0.785758606106465,1,0,0,0,0.539308654900653,0.683874825228711,1,0.32528150621956,0,0,0,0,0,1,1,1,1,1,0,1
"392",260000,1.59384884344073,1.95407094732504,-0.484218996695627,0.0515416907250039,0,0.249284227466662,0,0.289117621554773,1,1,0,0,-0.235682128716421,0.183812766046446,0,0.544532588405907,0,0,1,0,0,1,1,1,0,1,0,1
"393",162000,-0.592721837875527,-0.794890864438069,0.334097946328313,-0.285214013732228,1,-0.602812180916392,1,0.885086803016803,1,0,0,0,0.636182502852788,0.808890340024278,1,0.92602947141015,0,0,0,0,0,0,0,1,1,0,1,0
"394",144000,-0.79253900196448,-0.794890864438069,0.0947573362516735,-0.565843767446589,1,-0.0993689766689088,1,0.785758606106465,0,0,0,1,1.02367789466132,0.850562178289466,0,-0.972684900323612,0,1,0,1,0,1,0,0,1,1,0,1
